genres,id,Place,vote_average,vote_count,Place,Name of City,Cat1,keywords
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 53, ""name"": ""Historic Sites""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",74,Governer's Palace,6.2,2322,Governer's Palace,Daman & Diu,Sights & Landmarks,"Legends (and myths) from the life of famed American frontiersman Davey Crockett are depicted in this feature film edited from television episodes. Crockett and his friend George Russell fight in the Creek Indian War. Then Crockett is elected to Congress and brings his rough-hewn ways to the House of Representatives. Finally, Crockett and Russell journey to Texas and the last stand at the Alamo."
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 53, ""name"": ""Historic Sites""}, {""id"": 80, ""name"": ""Beaches""}]",8961,Our Lady of the Sea,6.3,1564,Our Lady of the Sea,Daman & Diu,Sights & Landmarks,"Tia and Tony are two orphaned youngsters with extraordinary powers. Lucas Deranian poses as their uncle in order to get the kids into the clutches of Deranian's megalomaniacal boss, evil millionaire Aristotle Bolt, who wants to exploit them. Jason, a cynical widower, helps Tia and Tony escape to witch mountain, while at the same time Tia and Tony help Jason escape the pain of the loss of his wife."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 16, ""name"": ""Points of Interest & Landmarks""}, {""id"": 10751, ""name"": ""Parks""}, {""id"": 14, ""name"": ""Museums""}]",417859,Panikota Fort,6.4,451,Panikota Fort,Daman & Diu,Sights & Landmarks,"Herbie is a car - but no ordinary car. The story follows the Volkswagen Beetle with a mind of its own from the showroom to the race track, with various close escapes in between. Three further Herbie movies were to follow."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 9648, ""name"": ""Ferries""}, {""id"": 53, ""name"": ""Historic Sites""}]",27576,St. Paul's Church,6.2,2093,St. Paul's Church,Daman & Diu,Sights & Landmarks,The living Volkswagen Beetle helps a old lady protect her home from a corrupt developer.
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 12, ""name"": ""Sights & Landmarks""}]",86834,Satya Sagar Udyan,5.6,2350,Satya Sagar Udyan,Daman & Diu,Nature & Parks,"Young Travis Coates is left to take care of the family ranch with his mother and younger brother while his father goes off on a cattle drive in the 1860s. When a yellow mongrel comes for an uninvited stay with the family, Travis reluctantly adopts the dog."
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 16, ""name"": ""Points of Interest & Landmarks""}, {""id"": 9648, ""name"": ""Ferries""}]",17578,Our Lady Of Rosario,6.7,2061,Our Lady Of Rosario,Daman & Diu,Sights & Landmarks,"Hayley Mills plays twins who, unknown to their divorced parents, meet at a summer camp. Products of single parent households, they switch places (surprise!) so as to meet the parent they never knew, and then contrive to reunite them."
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 14, ""name"": ""Museums""}, {""id"": 10751, ""name"": ""Parks""}]",673,Daman Ganga Tourist Complex,7.7,5877,Daman Ganga Tourist Complex,Daman & Diu,Sights & Landmarks,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.
"[{""id"": 18, ""name"": ""Islands""}]",6972,Shell Museum,6.3,694,Shell Museum,Daman & Diu,Museums,"Remake of the popular Disney classic, this time featuring some well known voices as two dogs and a cat trek across America encountering all sorts of adventures in the quest to be reunited with their owners."
"[{""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}]",82700,Collector Office,5,2532,Collector Office,Daman & Diu,Sights & Landmarks,"Through an ancient spell, a boy changes into a sheepdog and back again. It seems to happen at inopportune times and the spell can only be broken by an act of bravery...."
"[{""id"": 16, ""name"": ""Points of Interest & Landmarks""}, {""id"": 10751, ""name"": ""Parks""}]",10567,Samudra Narayan Temple,6.2,542,Samudra Narayan Temple,Daman & Diu,Sights & Landmarks,"After being shipwrecked, the Robinson family is marooned on an island inhabited only by an impressive array of wildlife. In true pioneer spirit, they quickly make themselves at home but soon face a danger even greater than nature: dastardly pirates. A rousing adventure suitable for the whole family, this Disney adaptation of the classic Johann Wyss novel stars Dorothy McGuire and John Mills as Mother and Father Robinson."
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 14, ""name"": ""Museums""}, {""id"": 10751, ""name"": ""Parks""}]",181533,Jallandhar Beach,6.1,1851,Jallandhar Beach,Daman & Diu,Nature & Parks,"A young woman suspects foul play when her cat comes home wearing a wrist watch. Convincing the FBI, though, and catching the bad guys is tougher than she imagined."
"[{""id"": 16, ""name"": ""Points of Interest & Landmarks""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 10751, ""name"": ""Parks""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",38055,House of Bockage,6.7,1918,House of Bockage,Daman & Diu,Sights & Landmarks,"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo."
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 14, ""name"": ""Museums""}, {""id"": 10751, ""name"": ""Parks""}]",671,Vanganga Lake Garden,7.5,7006,Vanganga Lake Garden,Daman & Diu,Gardens,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team."
"[{""id"": 14, ""name"": ""Museums""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 80, ""name"": ""Beaches""}]",49524,Silvassa Vasona Lion Safari,5.4,1260,Silvassa Vasona Lion Safari,Daman & Diu,Nature & Wildlife Areas,"Roger is a foster child whose irresponsible father promises to get his act together when Roger's favourite baseball team, the California Angels, wins the pennant. The problem is that the Angels are in last place, so Roger prays for help to turn the team around. Sure enough, his prayers are answered in the form of angel Al."
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 14, ""name"": ""Museums""}, {""id"": 28, ""name"": ""Nature & Parks""}]",22,St. Paul's Church,7.5,6985,St. Paul's Church,Daman & Diu,Sacred & Religious Sites,"A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches."
"[{""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 53, ""name"": ""Historic Sites""}]",131631,Satya Sagar Udyan,6.6,5584,Satya Sagar Udyan,Daman & Diu,Gardens,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!"
"[{""id"": 53, ""name"": ""Historic Sites""}, {""id"": 9648, ""name"": ""Ferries""}]",591,Mallinath Jain Tirth Kosbad Temple,6.5,2704,Mallinath Jain Tirth Kosbad Temple,Daman & Diu,Sacred & Religious Sites,A group of homosexual people try to live with dignity and self-respect while events build to the opening battle in the major gay rights movement.
"[{""id"": 16, ""name"": ""Points of Interest & Landmarks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 10751, ""name"": ""Parks""}]",172385,Our Lady Of Rosario,6.3,978,Our Lady Of Rosario,Daman & Diu,Churches & Cathedrals,"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals."
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 53, ""name"": ""Historic Sites""}]",36658,Shri Swami Narayan Temple,6.8,3506,Shri Swami Narayan Temple,Daman & Diu,Sacred & Religious Sites,"Richard Clark has just left the well-known Wellington Academy to teach at Marion Barry High School. Now, he will try to inspire the D-average students into making good grades and try to woo a fellow teacher."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 53, ""name"": ""Historic Sites""}, {""id"": 80, ""name"": ""Beaches""}]",51497,Tadkeshwar Mahadev Mandir,7.1,2438,Tadkeshwar Mahadev Mandir,Daman & Diu,Sacred & Religious Sites,A hefty homeboy borrows his dad's Mercedes and goes to the beach with his friends for wild sun &amp; fun.
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 80, ""name"": ""Beaches""}, {""id"": 9648, ""name"": ""Ferries""}]",58574,Daman Ganga Tourist Complex,7,3886,Daman Ganga Tourist Complex,Daman & Diu,Points of Interest & Landmarks,The story of five teenage girls who form an unlikely bond after beating up a teacher who has sexually harassed them. They build a solid friendship but their wild ways begin to get out of control.
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 14, ""name"": ""Museums""}, {""id"": 28, ""name"": ""Nature & Parks""}]",18823,Shell Museum,5.6,2233,Shell Museum,Daman & Diu,Speciality Museums,Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",861,Collector Office,7.1,1710,Collector Office,Daman & Diu,Architectural Buildings,"A grouchy couple are parents to a very sweet girl, Matilda. Unlike her bratty brother and mean parents, Matilda becomes a very sweet and extremely intelligent 6 year old girl, who is very keen to go to school and read books. After a while, her parents send her to school with the worst principal in the world, a very sweet teacher, and good friends. While trying to put up with her parents' and principal's cruelty, she starts to unwittingly unleash telekinetic powers, destroying a television and making a newt fly onto the principal. With enough practice, Matilda starts to learn to control her telekinetic powers and soon using them on her principal so she can drive her away from the school."
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 14, ""name"": ""Museums""}, {""id"": 28, ""name"": ""Nature & Parks""}]",1911,Samudra Narayan Temple,6.4,510,Samudra Narayan Temple,Daman & Diu,Sacred & Religious Sites,"Emma Woodhouse is a congenial young lady who delights in meddling in other people’s affairs. She is perpetually trying to unite men and women who are utterly wrong for each other. Despite her interest in romance, Emma is clueless about her own feelings, and her relationship with gentle Mr. Knightly."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 53, ""name"": ""Historic Sites""}]",49040,Jallandhar Beach,6,2651,Jallandhar Beach,Daman & Diu,Beaches,"After Ashe and his little son are murdered violently for no reason by Judah's men, he returns from the dead to take revenge. One after one, Judah's people face the power of the dark angel. The second film based on James O'Barr's cult comic."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 80, ""name"": ""Beaches""}, {""id"": 14, ""name"": ""Museums""}]",415,House of Bockage,4.2,1418,House of Bockage,Daman & Diu,Architectural Buildings,"High-schooler Grover Beindorf and his younger sister Stacy decide that their parents, Janet and Ned, are acting childishly when they decide to divorce after 18 years of marriage, so they lock them up in the basement until they'll sort out their problems. Their school friends also decide to do the same with their parents to solve their respective problems"
"[{""id"": 10751, ""name"": ""Parks""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 14, ""name"": ""Museums""}]",8871,Island Garden Dadra Park,6.2,1386,Island Garden Dadra Park,Daman & Diu,Parks,Professor Genessier is guilt-stricken after his daughter's face is disfigured in a car accident. He intends to rebuild his daughter's face via grafting skin tissue; he only needs a supply of donors to experiment on.
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 53, ""name"": ""Historic Sites""}]",435,Bordi Beach,6.2,2392,Bordi Beach,Daman & Diu,Beaches,"Private eye Rafe Guttman is hired by repressed, born-again Katherine to find her missing bad-boy brother. The trail leads him to a whorehouse run by a thousand-year-old vampire and secretly backed by Katherine's boss, televangelist Jimmy Current."
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 53, ""name"": ""Historic Sites""}]",955,Silvassa Tribal Museum,5.9,1928,Silvassa Tribal Museum,Daman & Diu,Speciality Museums,"This film tells two interwoven stories of two single-parent families in a poor, racially-mixed neighborhood in Brooklyn. The first story is about a young black man (with aspirations of getting away from his friends who are involved in drugs) who falls in love with a latino girl (who is heading off to college on a full scholarship). The second is about their parents, (she works in the neighborhood liquor store; he works for the phone company). The story takes place against the backdrop of a winning lottery ticket worth $27 million being sold to someone in the neighborhood from the liquor store."
"[{""id"": 18, ""name"": ""Islands""}]",2133,Shantidham Jain Temple,6.2,597,Shantidham Jain Temple,Daman & Diu,Sacred & Religious Sites,"This Chinese melodrama presents an allegory tinged with feminism with it’s portrayal of life and free enterprise in a modern, liberalized Chinese mountain village. Wanglai is the shady town grocer who steals stones from the Great Wall to sell as souvenirs."
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 14, ""name"": ""Museums""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 53, ""name"": ""Historic Sites""}]",1979,Hokka Trees,5.4,2589,Hokka Trees,Daman & Diu,Points of Interest & Landmarks,
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 28, ""name"": ""Nature & Parks""}]",87827,Chakratirth Beach,7.2,5797,Chakratirth Beach,Daman & Diu,Beaches,"The same situation is played out in different cities (New York, Berlin and Japan). A lover has to choose whether to commit to a partner who is returning home. In each case there are other people involved, an ex-partner and someone else in a ""permanent"" relationship, what do they choose to do?"
"[{""id"": 53, ""name"": ""Historic Sites""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 14, ""name"": ""Museums""}, {""id"": 27, ""name"": ""Sacred & Religious Sites""}]",1250,Vanganga Lake,5.2,1712,Vanganga Lake,Daman & Diu,Bodies of Water,"Benny, a hapless grifter, is thrown off a train after cheating at cards, and into the life of Tanya, a lovely bartender. Tanya has been supporting her husband, a former ballplayer, since his accident, waiting for an insurance settlement that will solve all their financial woes. But when it comes, he refuses to share it with her, claiming with newfound piety that money is the root of all evil. She then enlists the help of Benny to concoct a scheme to get her fair share of the settlement, and he finds one: a local Catholic mission needs money for repairs and Benny decides to create a miracle that will encourage husband Henry to fork over the money - which Benny and Tanya will intercept and share."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 53, ""name"": ""Historic Sites""}]",324668,Dahanu Beach,5.9,2341,Dahanu Beach,Daman & Diu,Beaches,"Percy, upon being released from prison, goes to the small town of Gillead, to find a place where she can start over again. She is taken in by Hannah, to help out at her place, the Spitfire Grill. Percy brings change to the small town, stirring resentment and fear in some, and growth in others."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 35, ""name"": ""Science Museums""}]",9471,Devkop Lake,5.2,914,Devkop Lake,Daman & Diu,Bodies of Water,"This time, a cataclysmic temblor hits Los Angeles, turning it into an island. The president views the quake as a sign from above, expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, Snake again gets tapped to save the day."
"[{""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 9648, ""name"": ""Ferries""}]",70981,Hirwa Van Gardens,6.3,5080,Hirwa Van Gardens,Daman & Diu,Parks,Follows a young cyclo (bicycle cab) driver on his poverty-driven descent into criminality in modern-day Ho Chi Minh City. The boy's struggles to scratch out a living for his two sisters and grandfather in the mean streets of the city lead to petty crime on behalf of a mysterious Madame from whom he rents his cyclo.
"[{""id"": 10751, ""name"": ""Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 16, ""name"": ""Points of Interest & Landmarks""}, {""id"": 35, ""name"": ""Science Museums""}]",10996,Fortim-do-Mar,5.4,613,Fortim-do-Mar,Daman & Diu,Historic Sites,"Director Julian Schnabel illustrates the portrait of his friend, the first African-American Pop artist Jean-Michel Basquiat who unfortunately died at a young age and just as he was beginning to make a name for himself in the art world. Alongside the biography of Basquiat are the artists and the art scene from early 1980’s New York."
"[{""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 53, ""name"": ""Historic Sites""}]",68724,Diu Museum,6.4,3439,Diu Museum,Daman & Diu,Speciality Museums,A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his succesful rival's girlfriend.
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",2789,Lady Wilson Museum,6.3,1570,Lady Wilson Museum,Daman & Diu,Speciality Museums,"Young John Anderson is captivated by jazz musician, Billy Cross when he performs on the remote airstrip of his Western Australian outback hometown after his plane is diverted. Years later, now a family man and making a meagre living tracking dingoes and playing trumpet in a local band, John still dreams of joining Billy on trumpet and makes a pilgrimage to Paris."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",97020,Chapel of Our Lady of Rosary,5.7,2342,Chapel of Our Lady of Rosary,Daman & Diu,Churches & Cathedrals,"In Kabuki style, the film tells the story of a remote mountain village where the scarcity of food leads to a voluntary but socially-enforced policy in which relatives carry 70-year-old family members up Narayama mountain to die. Granny Orin is approaching 70, content to embrace her fate. Her widowed son Tatsuhei cannot bear losing his mother, even as she arranges his marriage to a widow his age. Her grandson Kesa, who's girlfriend is pregnant, is selfishly happy to see Orin die. Around them, a family of thieves are dealt with severely, and an old man, past 70, whose son has cast him out, scrounges for food. Will Orin's loving and accepting spirit teach and ennoble her family?"
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 10751, ""name"": ""Parks""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",7459,Jallandhar Shrine,5.7,354,Jallandhar Shrine,Daman & Diu,Sacred & Religious Sites,"Camille, a mercurial César-winning actress, has seen better times. Estranged from her husband, she's with her children only every other weekend. It's her weekend, but her agent has booked her to MC a Rotary club dinner in Vichy. She takes them with her, and when her husband learns this, he demands to pick them up at once. She bolts in a rented car to the seaside, trying to improve her relations with the children, especially the precocious and distant Vincent. He loves astronomy. A rare meteor shower is due in a few days, so she suggests they go to a plateau in Spain hoping to see it. He agrees, but the relationship remains difficult, and her husband is on their trail."
"[{""id"": 35, ""name"": ""Science Museums""}, {""id"": 18, ""name"": ""Islands""}, {""id"": 10749, ""name"": ""Shopping""}]",42888,Udvada Beach,4.9,223,Udvada Beach,Daman & Diu,Beaches,
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 35, ""name"": ""Science Museums""}]",37834,Forest Research Institute,5.9,1547,Forest Research Institute,Dehradun,Sights & Landmarks,"At a Shanghai apartment, Mr Hou, a Nationalist official, gets ready to move to Taiwan upon the imminent defeat of the KMT during the Civil War. Mrs Hou gives an ultimatum to the rest of the tenants to move out on behalf of her husband, who is the ""owner"" of the flat and who is now planning to sell it. From the conversations with the rest, we find out that Hou has been a Hanjian during the Sino-Japanese War and that he has since taken over the apartment by force from the old landlord, Mr Kong.  The tenants, including Mr Kong, Mrs Xiao, Little Broadcast (alias Mr Xiao, played by Zhao Dan) and a schoolteacher, Mr Hua, and his wife, initially plan to band together, but circumstances force them to find other ways out. Mr Hua tries to find a place to stay at the KMT-sponsored school he is teaching in. Little Broadcast and Mrs Xiao invest in black market gold. As the situation escalates, Mr Hua gets arrested by KMT agents and his young daughter falls desperately ill."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 9648, ""name"": ""Ferries""}]",75612,Tibetan Buddhist Temple,6.4,4800,Tibetan Buddhist Temple,Dehradun,Sights & Landmarks,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge."
"[{""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 28, ""name"": ""Nature & Parks""}]",1895,Pacific Mall,7.1,4116,Pacific Mall,Dehradun,Shopping,"Der Bewegte Mann is a German comedy about a heterosexual man, Axel, who is thrown out of his girlfriends home for cheating and ends up moving in with a gay man. Axel learns the advantages of living with gay men even though they are attracted to him and when his girlfriend wants him back he must make a tough decision."
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",1894,Chetwoode Hall (Indian Military Academy),6.4,3992,Chetwoode Hall (Indian Military Academy),Dehradun,Sights & Landmarks,A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar.
"[{""id"": 16, ""name"": ""Points of Interest & Landmarks""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 10751, ""name"": ""Parks""}]",585,Shiv Mandir,7.5,5996,Shiv Mandir,Dehradun,Sights & Landmarks,A pregnant teen and her younger sister run away from foster homes and kidnap a woman whom they believe can help with the pregnancy.
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 14, ""name"": ""Museums""}]",76170,Lacchiwalla,6.3,4053,Lacchiwalla,Dehradun,Sights & Landmarks,"Ten years into a marriage, the wife is disappointed by the husband's lack of financial success, meaning she has to work and can't treat herself and the husband finds the wife slovenly and mean-spirited: she neither cooks not cleans particularly well and is generally disagreeable. In turn, he alternately ignores her and treats her as a servant. Neither is particularly happy, not helped by their unsatisfactory lodgers. The husband is easily seduced by an ex-colleague, a widow with a small child who needs some security, and considers leaving his wife."
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",1893,Forest Research Institute Museum,6.3,4432,Forest Research Institute Museum,Dehradun,Museums,"Three teenage brothers, gang-member Bobby, troubled mama's boy Alan and self-assured prankster Lex, reside in a downtrodden section of Glasgow, Scotland, circa 1968. But while Bobby and Alan are beginning to experience the power of raging hormones, the story focuses on Lex, who begins a downward spiral after he accidentally shoots the leader of Bobby's gang. Lex's cockiness and immaturity unfortunately prevent him from understanding the effect his subsequent crimes will have on both himself, and on those around him."
"[{""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 16, ""name"": ""Points of Interest & Landmarks""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 10751, ""name"": ""Parks""}, {""id"": 14, ""name"": ""Museums""}]",49519,Subir Raha Oil Museum,6.8,2399,Subir Raha Oil Museum,Dehradun,Museums,"Corky, a tough female ex con and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caeser."
"[{""id"": 14, ""name"": ""Museums""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 10751, ""name"": ""Parks""}]",2395,Crossroads Mall,5,471,Crossroads Mall,Dehradun,Shopping,"A man with an important business meeting finds himself having to take care of the carpool for the neighborhood school children when his wife gets sick. Stopping to get donuts for the kids, things go even more awry when he finds himself a victim of a robbery. However, the situation only gets worse as a desperate man who had been contemplating a bank robbery robs the robbers and takes the man and the kids hostage in their van as his truck is blocked by an armored car. The thing then proceeds into a comedic chase movie. The father finds his kids don't really respect him and they react better to the robber. The end result is everyone gets a lifestyle change, including the original store owner."
"[{""id"": 18, ""name"": ""Islands""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 36, ""name"": ""Shopping Malls""}, {""id"": 10752, ""name"": ""Government Buildings""}]",12100,Ramakrishna Ashrama Temple,5.8,341,Ramakrishna Ashrama Temple,Dehradun,Sights & Landmarks,"A reserved man in need of a job, Carl Fitzgerald finds employment at a Greek restaurant. Upon meeting waitress Sophie, Carl begins dating the attractive woman. Though it seems things are improving for Carl, an unexpected situation leads to the death of Mustafa, a shady coworker, and Carl must figure out how to cover up the incident. Unsure of what to do, Carl enlists the help of his buddy, Dave, to get rid of Mustafa's corpse."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 18, ""name"": ""Islands""}]",290595,Shri Parkasheshwar Mahadev Mandir,6,1523,Shri Parkasheshwar Mahadev Mandir,Dehradun,Sights & Landmarks,"Robert Altman's story is a riff on race, class, and power cross-cuts between the two kidnappings and the background of corrupt politics and virtuoso jazz music. It all takes place in Kansas City in 1934."
"[{""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 14, ""name"": ""Museums""}, {""id"": 35, ""name"": ""Science Museums""}]",98566,MDDA Park,5.8,2636,MDDA Park,Dehradun,Nature & Parks,Two fishing fanatics get in trouble when their fishing boat gets stolen while on a trip.
"[{""id"": 878, ""name"": ""Zoos & Aquariums""}, {""id"": 53, ""name"": ""Historic Sites""}, {""id"": 18, ""name"": ""Islands""}]",49047,Santala Devi Temple,7.3,5751,Santala Devi Temple,Dehradun,Sights & Landmarks,A pair of lovers have no idea that their affair is overseen and orchestrated by an angel sent by Cupid to see that they remain together in this romantic comedy.
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 53, ""name"": ""Historic Sites""}]",9619,Wadia Institute of Himalayan Geology,5.7,428,Wadia Institute of Himalayan Geology,Dehradun,Sights & Landmarks,"The film focuses on three city folks who unknowingly share the same apartment: Mei, a real estate agent who uses it for her sexual affairs; Ah-jung, her current lover; and Hsiao-ang, who's stolen the key and uses the apartment as a retreat."
"[{""id"": 14, ""name"": ""Museums""}, {""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 35, ""name"": ""Science Museums""}]",308531,"Times Square Mall,",5.8,963,"Times Square Mall,",Dehradun,Shopping,"Beautiful, detached, laconic, consumptive Lily Brest is a streetwalker with few clients. She loves her idle boyfriend Raoul who gambles away what little she earns. The town's power broker, called the rich Jew, discovers she is a good listener, so she's soon busy. Raoul imagines grotesque sex scenes between Lily and the Jew; he leaves her for a man. Her parents, a bitter Fascist who is a cabaret singer in drag and her wheelchair-bound mother, offer no refuge. Even though all have a philosophical bent, the other whores reject Lily because she tolerates everyone, including men. She tires of her lonely life and looks for a way out. Even that act serves the local corrupt powers."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 878, ""name"": ""Zoos & Aquariums""}]",166424,Shikhar Fall,4.4,2278,Shikhar Fall,Dehradun,Nature & Parks,"Carl Panzram is sent to Leavenworth Prison for burglary. While there, he is brutally beaten by a guard. Neophyte guard Henry Lesser feels sympathy for Panzram, befriends him, and gets him to write his life story. Lesser learns that Panzram's past is much more violent than he thought, but also that he's capable of being a much better person than the rest of the prison staff believes - or so Lesser thinks."
"[{""id"": 28, ""name"": ""Nature & Parks""}, {""id"": 12, ""name"": ""Sights & Landmarks""}, {""id"": 35, ""name"": ""Science Museums""}, {""id"": 10751, ""name"": ""Parks""}, {""id"": 14, ""name"": ""Museums""}]",1593,Rajiv Gandhi International Cricket Stadium,6.3,2862,Rajiv Gandhi International Cricket Stadium,Dehradun,Sights & Landmarks,"A young street fighter seeks revenge against a powerful drug lord who killed his entire family. Using of his many special combat skills, he's about to take down a whole criminal operation, reaching his goal whatever the consequences."
